de,en
"Am frühen Abend geht eine muslimische Frau mit ihren drei kleinen Kindern zum Supermarkt. Dort spricht sie unvermittelt ein unbekannter deutscher Mann an. Er beschimpft sie rassistisch, worauf die Frau nicht eingeht, um ihre Kinder zu schützen. Plötzlich schlägt der Mann der Frau mit der Faust auf den Kopf.
Diese Situation beobachten zwei deutsche Passant*innen. Sie halten mit dem Auto an und rennen zu der Frau und den Kindern, um ihnen zur Hilfe zu eilen. Einer der Zeug*innen kann den Angreifer vertreiben, die andere Zeugin kümmert sich in dieser Zeit um die geschlagene Frau. Weitere Zeugen vom Supermarkt rufen die Polizei. Die junge Mutter leidet mehrere Wochen an starken Schmerzen am rechten Ohr.
 
Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen gefährlicher Körperverletzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.","In the early evening, a Muslim woman goes to the supermarket with her three small children. There she suddenly speaks to an unknown German man. He racially abuses her, which the woman refuses to protect her children. Suddenly the man hits the woman in the head with his fist.
Two German passers-by observe this situation. They stop the car and run to the woman and children to help them. One of the witnesses can drive the attacker away, while the other witness takes care of the beaten woman. Other witnesses from the supermarket call the police. The young mother suffered from severe pain in her right ear for several weeks.

The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating dangerous bodily harm and classifies this incident as ""politically motivated crime - right-wing""."
"Ein 30-jähriger Mann beleidigt in einem Wohnviertel einen 20-Jährigen afghanischer Herkunft rassistisch und greift ihn körperlich an.
	 
Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Körperverletzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.","A 30-year-old man racially insults and physically attacks a 20-year-old man of Afghan origin in a residential area.

The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating physical injury and classifies this incident as ""politically motivated crime - right-wing""."
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Bedrohung ermittelt, diesen Vorfall jedoch nicht als “politisch motivierte Kriminalität – rechts” einordnet, weshalb wir ihn hier vorerst als Verdachtsfall aufführen.","The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating because of a threat, but does not classify this incident as ""politically motivated crime - right-wing"", which is why we are listing it here as a suspected case for the time being."
"Im ehemaligen Empfangsgebäude des Olper Bahnhofs, der inzwischen als Unterkunft für Asylsuchende dient, kam es am frühen Morgen zu einem Brand. Ein 75-jähriger Mieter musste zunächst vor Ort versorgt und anschließend leichtverletzt mit einer Rauchgasvergiftung in ein Krankenhaus gebracht werden. Die fünf im Gebäude wohnenden jungen Geflüchteten blieben unverletzt.
 
Update: Die Polizei geht nach ersten Ermittlungserkenntnissen von Brandstiftung aus. Der Staatsschutz Hagen und die Staatsanwaltschaft Siegen führen die Ermittlungen und prüfen unter anderem einen möglichen politischen Tathintergrund.","A fire broke out early in the morning in the former reception building of the Olpe train station, which now serves as accommodation for asylum seekers. A 75-year-old tenant first had to be treated on site and then taken to a hospital with minor injuries from smoke inhalation. The five young refugees living in the building were not injured.

Update: According to initial findings, the police assume arson. The Hagen State Security and the Siegen Public Prosecutor's Office are conducting the investigation and examining, among other things, a possible political background to the crime."
Ein betrunkener 42-Jähriger wollte sich am Mittag Einlass in die Erstaufnahmeeinrichtung für Asylsuchende erzwingen. An der Pforte attackierte er die Mitarbeiter des Sicherheitsdienstes mit Schlägen und Tritten. Zudem äußerte er Beleidigungen und volksverhetzenden Parolen.,"A drunk 42-year-old wanted to force his way into the initial reception center for asylum seekers at noon. At the gate, he attacked security staff with punches and kicks. He also uttered insults and inflammatory slogans."
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Nachstellung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.","The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating the stalking and classifies this incident as ""politically motivated crime - right-wing"". The answer does not contain any further details about the course of events. Due to the large number of incidents, it is not possible for us to find out more details in every case by asking the responsible investigating authorities (or the responsible public prosecutor's office). As a rule, we therefore have to limit our investigations to particularly serious incidents, such as bodily harm or arson attacks."
"#Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.","#The response of the federal government to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating the use of license plates of unconstitutional organizations and classifies this incident as ""politically motivated crime - right-wing"". The answer does not contain any further details about the course of events. Due to the large number of incidents, it is not possible for us to find out more details in every case by asking the responsible investigating authorities (or the responsible public prosecutor's office). As a rule, we therefore have to limit our investigations to particularly serious incidents, such as bodily harm or arson attacks."
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Verläumdung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.","The answer of the federal government to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating because of defamation and classifies this incident as ""politically motivated crime - right-wing"". The answer does not contain any further details about the course of events. Due to the large number of incidents, it is not possible for us to find out more details in every case by asking the responsible investigating authorities (or the responsible public prosecutor's office). As a rule, we therefore have to limit our investigations to particularly serious incidents, such as bodily harm or arson attacks."
"An einer Tankstelle in der Linxweilerstraße wurde ein Mann aus Syrien gegen 21.15 Uhr aus mutmaßlich rassistischen Motiven angegriffen und verletzt. Wie die Polizei mitteilt, hat ein junger Mann den Geschädigten zuerst als „Kanacke“ beleidigt und anschließend mit dem Unterarm auf die Nase geschlagen. Die Polizei beschreibt den Täter als 20 Jahre alt, zirka 1,70 groß, von kräftiger Statur mit mittelblonder Kurzhaarfrisur und Bart.","At a gas station on Linxweilerstraße, a man from Syria was attacked and injured around 9:15 p.m. for allegedly racist motives. According to the police, a young man first insulted the victim as a ""pucker"" and then hit his nose with his forearm. The police describe the perpetrator as 20 years old, about 1.70 tall, of strong build with medium blond short hair and a beard."
"Unbekannte haben innerhalb von zwei Wochen in den Abendstunden mehrfach aus einem fahrenden Auto heraus Eier auf Passanten geworfen und dabei zwei Asylsuchende verletzt. Die meisten Geschädigten, die teils getroffen, aber nicht verletzt wurden, waren Asylsuchende, in einem Fall wurde laut Polizei auch ein Deutscher getroffen. Die Angriffe hätten sich in unterschiedlicher Entfernung zu einer Asylunterkunft ereignet: teils in einem Abstand bis zu zwei Kilometern, teils in unmittelbarer Nähe zu der Asylunterkunft, so ein Polizeisprecher.","Over the course of two weeks, unknown persons threw eggs from a moving car at passers-by several times in the evening hours, injuring two asylum seekers. Most of the victims, some of whom were hit but not injured, were asylum seekers. According to the police, a German was also hit in one case. According to a police spokesman, the attacks happened at different distances from the asylum accommodation: sometimes at a distance of up to two kilometers, sometimes in the immediate vicinity of the asylum accommodation."
"Gegen 03.05 Uhr kam es zu einem Angriff auf eine Gruppe von drei Personen aus Guinea von 10-12 Neonazis. Hierbei wurde die Gruppe erst verbal und dann tätlich angegriffen. Ein Betroffener wurde schwer verletzt. Eine weitere Person wurde leicht verletzt. Der Tatort des Übergriffs liegt unmittelbar an einem bekannten Objekt der rechten Szene im Erfurter Süden.
 
Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen eines besonders schweren Fall des Landfriedensbruchs ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.","At around 03:05 a group of three people from Guinea was attacked by 10-12 neo-Nazis. The group was first verbally and then physically attacked. One victim was seriously injured. Another person was slightly injured. The crime scene of the attack is directly at a well-known object of the right-wing scene in the south of Erfurt.

The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating a particularly serious case of breach of the peace and classifies this incident as ""politically motivated crime - right-wing"". The answer does not contain any further details about the course of events. Due to the large number of incidents, it is not possible for us to find out more details in every case by asking the responsible investigating authorities (or the responsible public prosecutor's office). As a rule, we therefore have to limit our investigations to particularly serious incidents, such as bodily harm or arson attacks."
"Eine 19-jährige Women of Color musste am Sonntagabend die Beleidigungen eines 55-jährigen Mannes auf der Fritz-Busch-Straße über sich ergehen lassen. Alarmierte Polizist*innen konnten den Mann noch in der näheren Umgebung stellen. Die Polizeidirektion Dresden geht von einem ""fremdenfeindlichen"" Tathintergrund aus.
 
Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Beleidigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.","A 19-year-old woman of color had to endure the insults of a 55-year-old man on Fritz-Busch-Strasse on Sunday evening. Alerted police officers were able to stop the man in the immediate vicinity. The Dresden police department assumes a ""xenophobic"" background to the crime.

The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating the insult and classified this incident as ""politically motivated crime - right-wing""."
"Ein 25-jähriger Mann aus Afghanistan wird im Stadtteil Neustädter See durch einen Unbekannten aus rassistischen Motiven angegriffen und verletzt.
 
Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen gefährlicher Körperverletzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.","A 25-year-old man from Afghanistan was attacked and injured in the Neustädter See district by an unknown person with racist motives.

The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating dangerous bodily harm and classifies this incident as ""politically motivated crime - right-wing""."
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Verunglimpfung des Staates und seiner Symbole ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.","The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating the denigration of the state and its symbols and classifies this incident as ""politically motivated crime - right-wing"". The answer does not contain any further details about the course of events. Due to the large number of incidents, it is not possible for us to find out more details in every case by asking the responsible investigating authorities (or the responsible public prosecutor's office). As a rule, we therefore have to limit our investigations to particularly serious incidents, such as bodily harm or arson attacks."
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Beschimpfung von Bekenntnissen, Religionsgesellschaften und Weltanschauungensvereinigungen ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.","The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating the insults against denominations, religious communities and ideological associations and classifies this incident as ""politically motivated crime - right-wing"". The answer does not contain any further details about the course of events. Due to the large number of incidents, it is not possible for us to find out more details in every case by asking the responsible investigating authorities (or the responsible public prosecutor's office). As a rule, we therefore have to limit our investigations to particularly serious incidents, such as bodily harm or arson attacks."
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen gefährlicher Körperverletzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang, etwa die Zahl der Verletzten oder die schwere der Verletzungen, gehen aus der Antwort nicht hervor. Wir werden versuchen, in diesem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung bringen","The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating dangerous bodily harm and classifies this incident as ""politically motivated crime - right-wing"". Further details about the course of events, such as the number of people injured or the severity of the injuries, are not clear from the answer. In this case, we will try to find out more details by asking the responsible investigating authorities (or the responsible public prosecutor's office)."
"Zwei Rechte greifen am frühen Morgen einen aus Gambia geflüchteten jungen Mann an, als dieser auf dem Weg zu seiner Ausbildung ist. Sie stellen sich ihm mit dem Auto in den Weg, steigen aus, greifen ihn körperlich an und beleidigen ihn rassistisch. Ein weiterer Rechter kommt mit einem Baseballschläger hinzu und schlägt damit zu. Die drei Täter verschwinden gemeinsam mit dem Auto.
 
Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen gefährlicher Körperverletzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.","Two right-wingers attack a young man who fled Gambia early in the morning as he is on his way to his apprenticeship. They block his way with the car, get out, physically attack him and racially insult him. Another right hand comes up with a baseball bat and hits with it. The three perpetrators disappear together with the car.

The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating dangerous bodily harm and classifies this incident as ""politically motivated crime - right-wing""."
"Am Nachmittag entdeckte ein Anwohner einen brennenden Müllsack vor dem Eingangsbereich eines von Geflüchteten bewohnten Mehrfamilienhauses, in dem derzeit laut Polizei ""knapp 20 Personen"" leben. Der Zeuge, der die Feuerwehr verständigte, konnte den Brand selbst löschen. Bereits am Vortag hatte vor demselben Gebäude ein Müllsack gebrannt. Die Polizei geht in beiden Fällen von vorsätzlicher Brandstiftung aus.","In the afternoon, a local resident discovered a burning garbage bag in front of the entrance area of ​​an apartment building occupied by refugees, in which, according to the police, ""almost 20 people"" currently live. The witness who called the fire brigade was able to extinguish the fire himself. A garbage bag had already caught fire in front of the same building the day before. In both cases, the police assume that the fire was deliberately set."
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion in acht Fällen wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.","The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating eight cases of incitement to hatred and classified this incident as ""politically motivated crime - right-wing"". The answer does not contain any further details about the course of events. Due to the large number of incidents, it is not possible for us to find out more details in every case by asking the responsible investigating authorities (or the responsible public prosecutor's office). As a rule, we therefore have to limit our investigations to particularly serious incidents, such as bodily harm or arson attacks."
"Die Beratungsstelle RAA Sachsen schreibt:
	Am Nachmittag des sogenannten ""Herrentages"" verletzte eine 13-köpfige Gruppe im Alter von 17 bis 31 Jahren mehrere Personen. Der Polizei wurde zunächst bekannt, dass die Gruppe drei Persons of Color (PoC) im Alter zwischen 18 und 19 Jahren angegriffen hatte. Die drei PoC waren auf dem Weg zum Stausee Bautzen, als sie aus der Gruppe heraus rassistisch beleidigt und attackiert wurden. Als Polizeibeamt*innen am Stausee eintrafen, waren die Täter nicht mehr zugegen. Die drei Betroffenen erlitten durch den Angriff leichte Verletzungen.
Im Zuge der Bekanntmachung der Tätergruppe und weiterer Ermittlungen wurden sodann weitere Übrgriffe durch die Gruppe bekannt. Neben einem 15-Jährigen, der ebenfalls attackiert und verletzt wurde, wurde ein weiterer 15-Jähriger zur Herausgabe seines Telefons genötigt. Außerdem verletzte sich eine 15-Jährige, als sie sich vor der Gruppe versteckte.
Die Polizei ermittelt wegen des Verdachts des Landfriedensbruchs in Tateinheit mit Körperverletzung, Beleidigung sowie Nötigung.
 
Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Landfriedensbruch ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.","The advice center RAA Sachsen writes:
In the afternoon of the so-called ""Men's Day"", a group of 13 people aged 17 to 31 injured several people. Police initially learned that the group had attacked three Persons of Color (PoC) between the ages of 18 and 19. The three PoC were on their way to the Bautzen reservoir when they were racially insulted and attacked from within the group. When police officers arrived at the reservoir, the perpetrators were no longer present. The three victims sustained minor injuries in the attack.
In the course of the announcement of the group of perpetrators and further investigations, further attacks by the group became known. In addition to a 15-year-old who was also attacked and injured, another 15-year-old was forced to hand over his phone. In addition, a 15-year-old injured herself while hiding from the group.
The police are investigating on suspicion of breach of the peace in combination with bodily harm, insult and coercion.

The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating a breach of the peace and classifies this incident as ""politically motivated crime - right-wing"". The answer does not contain any further details about the course of events. Due to the large number of incidents, it is not possible for us to find out more details in every case by asking the responsible investigating authorities (or the responsible public prosecutor's office). As a rule, we therefore have to limit our investigations to particularly serious incidents, such as bodily harm or arson attacks."
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Verunglimpfung des Andenkens Verstorbener ermittelt, diesen Vorfall jedoch nicht als “politisch motivierte Kriminalität – rechts” einordnet, weshalb wir ihn hier vorerst als Verdachtsfall aufführen.","The Federal Government's answer to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating denigration of the memory of the deceased, but does not classify this incident as ""politically motivated crime - right-wing"", which is why we are describing it here for the time being report a suspected case."
"Ein 21-Jähriger soll in der Nacht in einem Wohncontainer für Geflüchtete Feuer gelegt haben. Der zum Tatzeitpunkt offenbar betrunkene Deutsche soll zuvor mit einer Bewohnerin der Unterkunft auf einem nahen Spielplatz gestritten, sie bedroht und rassistisch beleidigt haben. Danach entfernte sich der Tatverdächtige offenbar mit mehreren Begleitern. Kurz darauf kam es zu dem Brand im Wohncontainer. Der Tatverdächtige wurde wenig später alkoholisiert von einem Rettungswagen aufgefunden. Er befindet sich in Untersuchungshaft. Der Staatsschutz ermittelt wegen vorsätzlicher schwerer Brandstiftung. Alle Bewohner*innen der Asylunterkunft blieben laut Polizei unverletzt, der betroffene Container sei durch das Feuer unbewohnbar geworden.","A 21-year-old is said to have set fire to a living container for refugees during the night. The German, who was apparently drunk at the time of the crime, is said to have previously argued with a resident of the accommodation in a nearby playground, threatened her and racially insulted her. The suspect then apparently left with several companions. Shortly thereafter, the fire in the residential container broke out. The suspect was later found intoxicated by an ambulance. He is in custody. State security is investigating intentional serious arson. According to the police, all residents of the asylum accommodation were unharmed, and the fire made the affected container uninhabitable."
Am Nachmittag beleidigten zwei Unbekannte einen Bewohner und einen Mitarbeiter einer Asylunterkunft vor dem Gebäude und flohen dann. Beide sollen zwischen 45 und 50 Jahre alt sein. Einer trug Brille und eine Mütze mit FC-Bayern-Logo. Er hatte einen Hammer und eine Bierflasche dabei.,"In the afternoon, two strangers insulted a resident and an employee of an asylum center in front of the building and then fled. Both are said to be between 45 and 50 years old. One wore glasses and a cap with the FC Bayern logo. He had a hammer and a beer bottle with him."
"Am Morgen wurden bei einer Asylunterkunft ein Papiercontainer und Fußmatten in Brand gesetzt, wodurch es zu einem Sachschaden kam.
	Die Generalstaatsanwaltschaft München und das Polizeipräsidium Niederbayern veröffentlichten Anfang Januar eine Pressemitteilung, wonach bereits Mitte Dezember ein 42-Jähriger aus dem Landkreis Dingolfing-Landau als Tatverdächtiger festgenommen wurde. Er ""befindet sich seitdem in Haft. Nach vorläufiger Auswertung des sichergestellten Chatverkehrs des Beschuldigten besteht der Verdacht, dass er den Brand legte, um Bewohner der Unterkunft aus fremdenfeindlicher Motivation zu töten.""","In the morning, a paper container and floor mats were set on fire at an asylum shelter, causing property damage.
The public prosecutor's office in Munich and the police headquarters in Lower Bavaria published a press release at the beginning of January, according to which a 42-year-old from the Dingolfing-Landau district was arrested as a suspect in mid-December. He ""has been in custody since then. After a preliminary evaluation of the accused's chat traffic, there is a suspicion that he set the fire to kill residents of the accommodation for xenophobic reasons."""
"Zwei Männer aus Afghanistan waren verabredet, um mit ihrem PKW eine Ladung Steine abzuholen. Allerdings verwies sie ihr Navigationsgerät wohl an eine gleichlautende Adresse in Neutrebbin. Als sich die Männer dort bemerkbar machten, wurden sie von mehreren Personen geschlagen und rassistisch beleidigt. Die beiden Angegriffenen flüchteten daraufhin mit ihrem Auto, wurden jedoch verfolgt und in Gusow angehalten. Wieder bekamen sie Schläge und erlitten so leichte Verletzungen. Die Angreifer verschwanden danach. Die Polizei konnte die sieben mutmaßlichen Angreifer an besagter Anschrift in Neutrebbin ausfindig machen. Dabei handelte es sich um Männer im Alter von 19 bis 48 Jahren. Sie sind zum Teil bereits wegen Körperverletzungsdelikten bekannt.","Two men from Afghanistan had arranged to pick up a load of stones in their car. However, she probably referred her navigation device to an identical address in Neutrebbin. When the men made themselves felt there, they were beaten and racially insulted by several people. The two attacked then fled in their car, but were followed and stopped in Gusow. They were beaten again and suffered minor injuries. The attackers then disappeared. The police were able to locate the seven suspected attackers at the address in Neutrebbin. These were men between the ages of 19 and 48. Some of them are already known for assault crimes."
"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Bedrohung  ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Weitere Details zum Tathergang gehen aus der Antwort nicht hervor. Aufgrund der Vielzahl von Vorfällen ist es uns nicht möglich, in jedem Fall durch Nachfragen bei den zuständigen Ermittlungsbehörden (oder der zuständigen Staatsanwaltschaft) weitere Einzelheiten in Erfahrung zu bringen. Wir müssen unsere Nachforschungen deshalb in der Regel auf besonders schwerwiegende Vorfälle beschränken, etwa Körperverletzungsdelikte oder Brandanschläge.","The Federal Government's response to a small inquiry about attacks on asylum seekers and their accommodation shows that the responsible police department is investigating the threat and classifying this incident as ""politically motivated crime - right-wing"". The answer does not contain any further details about the course of events. Due to the large number of incidents, it is not possible for us to find out more details in every case by asking the responsible investigating authorities (or the responsible public prosecutor's office). As a rule, we therefore have to limit our investigations to particularly serious incidents, such as bodily harm or arson attacks."
