address,address_formatted,latitude,longitude
"Riede, Niedersachsen","Riede, Germany",52.9701145,8.940199999999999
"Schwedt (Oder), Brandenburg","Schwedt, Germany",53.0624695,14.2734639
"Alzenau, Bayern","Alzenau, Germany",50.0894084,9.058741399999999
"Holzkirchen, Bayern","83607 Holzkirchen, Germany",47.8810573,11.6997577
"Dresden-Friedrichstadt, Sachsen","Friedrichstadt, Dresden, Germany",51.0615344,13.7128755
"Weil der Stadt, Baden-Württemberg","Weil der Stadt, Germany",48.7535937,8.8727422
"Neustadt am Main, Bayern","97845 Neustadt am Main, Germany",49.930843,9.5706809
"Bellheim, Rheinland-Pfalz","76756 Bellheim, Germany",49.1935517,8.2885346
"Elmshorn, Schleswig-Holstein","Elmshorn, Germany",53.7513549,9.6632521
"Luckenwalde, Brandenburg","Luckenwalde, Germany",52.0917718,13.1738324
"Falkensee, Brandenburg","Falkensee, Germany",52.562044,13.0770003
"Vilsbiburg, Bayern","84137 Vilsbiburg, Germany",48.45092020000001,12.3525868
"Einbeck, Niedersachsen","Einbeck, Germany",51.8205718,9.8683087
"Pritzwalk, Brandenburg","16928 Pritzwalk, Germany",53.1497201,12.177885
"Reichenbach, Sachsen","Reichenbach, Germany",51.1581747,14.7749577
"Pirna, Sachsen","Pirna, Germany",50.9625175,13.9419169
"Obernkirchen, Niedersachsen","31683 Obernkirchen, Germany",52.2640287,9.129947399999999
"Ingelheim, Rheinland-Pfalz","Ingelheim am Rhein, Germany",49.9764195,8.0560682
"Themar, Thüringen","98660 Themar, Germany",50.5033639,10.6177162
"Samerberg, Bayern","83122 Samerberg, Germany",47.78129759999999,12.2127773
"Dörnfeld (Ilmtal), Thüringen","Dörnfeld, 99326 Stadtilm, Germany",50.7342896,11.0353263
"Heusweiler, Saarland","Heusweiler, Germany",49.3383628,6.9286366
"Adelsheim, Baden-Württemberg","74740 Adelsheim, Germany",49.40428619999999,9.3932061
"Schefflenz, Baden-Württemberg","74850 Schefflenz, Germany",49.4025751,9.278423199999999
"Krün, Bayern","Krün, Germany",47.5051979,11.2786283
"Friedenshof, Wismar, Mecklenburg-Vorpommern","Bürgermeister-Haupt-Straße 31, 23966 Wismar, Germany",53.88554,11.4455032
"Flintbek, Schleswig-Holstein","24220 Flintbek, Germany",54.2387319,10.0648773
"Buxtehude, Niedersachsen","21614 Buxtehude, Germany",53.4674857,9.6915741
"Naila, Bayern","95119 Naila, Germany",50.3294246,11.7021823
"Leun, Hessen","35638 Leun, Germany",50.5454362,8.3620748
"Fredersdorf-Vogelsdorf, Brandenburg","Fredersdorf, 15370 Fredersdorf-Vogelsdorf, Germany",52.52667719999999,13.7551776
"Heiningen, Baden-Württemberg","Heiningen, Germany",48.6605962,9.6465141
"Strullendorf, Bayern","Strullendorf, Germany",49.8449044,10.9689944
"Ennepetal, Nordrhein-Westfalen","58256 Ennepetal, Germany",51.30010919999999,7.361342899999999
"Waldkirchen, Bayern","94065 Waldkirchen, Germany",48.7291545,13.6009591
"Münchberg, Bayern","95213 Münchberg, Germany",50.1905748,11.789879
"Lentzke, Brandenburg","Lentzke, 16833 Fehrbellin, Germany",52.7910406,12.6944709
"Dietenhofen, Bayern","90599 Dietenhofen, Germany",49.4001387,10.687999
"Bad Fallingbostel, Niedersachsen","29683 Bad Fallingbostel, Germany",52.8667555,9.6957633
"Waldbröl, Nordrhein-Westfalen","51545 Waldbröl, Germany",50.881469,7.6287457
"Parkstetten, Bayern","Parkstetten, Germany",48.9170835,12.5961939
"Westend, Berlin, Berlin","Westend, Berlin, Germany",52.51621189999999,13.2600039
"Hirschberg an der Bergstraße, Baden-Württemberg","Hirschberg an der Bergstraße, Germany",49.508533,8.655790099999999
"Wilmersdorf, Berlin, Berlin","Wilmersdorf, Berlin, Germany",52.4904703,13.3144802
"Pöttmeß, Bayern","86554 Pöttmes, Germany",48.58327569999999,11.0946542
"Simmozheim, Baden-Württemberg","Simmozheim, Germany",48.7504285,8.812453399999999
"Krayenberggemeinde, Thüringen","Krayenberggemeinde, Germany",50.8252822,10.1167996
"Steglitz, Berlin, Berlin","Steglitz, Berlin, Germany",52.4530959,13.3311709
"Schlitz, Hessen","36110 Schlitz, Hesse, Germany",50.6758597,9.5627324
"Spandau, Berlin, Berlin","Spandau, Berlin, Germany",52.5351876,13.2002964
"Argenschwang, Rheinland-Pfalz","55595 Argenschwang, Germany",49.8804325,7.699222199999999
"Kretzschau, Sachsen-Anhalt","06712 Kretzschau, Germany",51.0554018,12.0742708
"Frankenthal (Pfalz), Rheinland-Pfalz","Frankenthal (Pfalz), 67227 Frankenthal, Germany",49.53770720000001,8.3560768
"Naschendorf, Mecklenburg-Vorpommern","Naschendorf, 23936 Plüschow, Germany",53.8525305,11.2728959
"Tarp, Schleswig-Holstein","Tarp, Germany",54.6652916,9.3956108
"Bad Vilbel, Hessen","61118 Bad Vilbel, Germany",50.18233559999999,8.739480499999999
"Barlt, Schleswig-Holstein","25719 Barlt, Germany",54.013583,9.057352
"Rossau, Sachsen","Rossau, Germany",50.9978246,13.0705741
"Gilching, Bayern","82205 Gilching, Germany",48.1092285,11.2899694
"Gevelsberg, Nordrhein-Westfalen","58285 Gevelsberg, Germany",51.3221284,7.338331999999999
"Drei Gleichen, Thüringen","99869 Drei Gleichen, Germany",50.8973272,10.8496601
"Schorfheide, Brandenburg","16244 Schorfheide, Germany",52.90425949999999,13.5340976
"Morgenleite, Chemnitz, Sachsen","Morgenleite, Chemnitz, Germany",50.7943237,12.8877686
"Bertsdorf-Hörnitz, Sachsen","Bertsdorf-Hörnitz, Germany",50.88208150000001,14.7248421
"Kühlungsborn, Mecklenburg-Vorpommern","Kühlungsborn, Germany",54.14685129999999,11.7420026
"Leubnitz Neuostra, Sachsen","Leubnitz-Neuostra, Dresden, Germany",51.01402299999999,13.7698131
"Bernburg (Saale), Sachsen-Anhalt","Bernburg, Germany",51.7916385,11.7400999
"Falkenberg, Bayern","95685 Falkenberg, Germany",49.85917420000001,12.2231584
"Hameln, Niedersachsen","Hamelin, Germany",52.1042035,9.3616
"Bad Brückenau, Bayern","Bad Brückenau, Germany",50.31089590000001,9.7940875
"Burg Stargard, Mecklenburg-Vorpommern","Burg Stargard, Germany",53.4960733,13.3164948
"Bützow, Mecklenburg-Vorpommern","18246 Bützow, Germany",53.8341755,11.9925042
"Lünen, Nordrhein-Westfalen","Lünen, Germany",51.6104829,7.5285074
"Villmar, Hessen","Villmar, Germany",50.3918386,8.192563
"Einsiedel, Chemnitz, Sachsen","Einsiedel, Chemnitz, Germany",50.7663508,12.9603457
"Sulingen, Niedersachsen","27232 Sulingen, Germany",52.683341,8.810925899999999
"Schmalkalden, Thüringen","98574 Schmalkalden, Germany",50.7234272,10.4546019
"Schliersee, Bayern","83727 Schliersee, Germany",47.7349645,11.8625291
"Arnsdorf bei Dresden, Sachsen","Arnsdorf, Germany",51.0944429,13.9905116
"Usingen, Hessen","61250 Usingen, Germany",50.3353122,8.5320064
"Trier, Rheinland-Pfalz","Trier, Germany",49.749992,6.6371433
"Klosterfelde, Brandenburg","Klosterfelde, 16348 Wandlitz, Germany",52.7913182,13.4707583
"Kämpfelbach, Baden-Württemberg","75236 Kämpfelbach, Germany",48.9486352,8.6235068
"Schönbrunn im Steigerwald, Bayern","96185 Schönbrunn im Steigerwald, Germany",49.8585264,10.6897045
"Reisbach, Bayern","94419 Reisbach, Germany",48.5691576,12.6271781
"Fronreute, Baden-Württemberg","88273 Fronreute, Germany",47.85915440000001,9.521103199999999
"Nattheim, Baden-Württemberg","89564 Nattheim, Germany",48.6994064,10.2419418
"Gelnhausen, Hessen","63571 Gelnhausen, Germany",50.2045664,9.1863725
"Merklingen , Baden-Württemberg","89188 Merklingen, Germany",48.51035419999999,9.755383900000002
"Troisdorf, Nordrhein-Westfalen","Troisdorf, Germany",50.8177471,7.1430246
"Baiersdorf, Bayern","Baiersdorf, Germany",49.661089,11.0345826
"Oldenburg, Niedersachsen","Oldenburg, Germany",53.1434501,8.214552099999999
"Kamen, Nordrhein-Westfalen","Kamen, Germany",51.5882752,7.6590458
"Neuenstadt, Baden-Württemberg","74196 Neuenstadt am Kocher, Germany",49.2340208,9.3333325
"Wielenbach, Bayern","Wielenbach, Germany",47.8740941,11.1590924
"Welver, Nordrhein-Westfalen","59514 Welver, Germany",51.6175478,7.956436799999999
"Herrnhut, Sachsen","Herrnhut, Germany",51.0172494,14.7406151
"Saerbeck, Nordrhein-Westfalen","Saerbeck, Germany",52.1747613,7.6313899
"Leck, Schleswig-Holstein","25917 Leck, Germany",54.7715331,8.975988599999999
"Nideggen, Nordrhein-Westfalen","52385 Nideggen, Germany",50.6922556,6.4843172
"Pößneck , Thüringen","07381 Pößneck, Germany",50.6968663,11.5968389
"Schkeuditz, Sachsen","Schkeuditz, Germany",51.39446969999999,12.2240071
"Klotzsche, Dresden, Sachsen","Klotzsche, Dresden, Germany",51.1154638,13.7464999
"Traben-Trarbach, Rheinland-Pfalz","56841 Traben-Trarbach, Germany",49.95136600000001,7.1168469
"Kirchlengern, Nordrhein-Westfalen","Kirchlengern, Germany",52.2015719,8.6379173
"Herzebrock-Clarholz, Nordrhein-Westfalen","33442 Herzebrock-Clarholz, Germany",51.88438590000001,8.2179906
"Lassan, Mecklenburg-Vorpommern","17440 Lassan, Germany",53.9476977,13.8487883
"Linkenheim-Hochstetten, Baden-Württemberg","76351 Linkenheim-Hochstetten, Germany",49.1289483,8.411303799999999
"Lindau am Bodensee, Bayern","88131 Lindau, Germany",47.5534983,9.6928605
"Betzdorf, Rheinland-Pfalz","Betzdorf, Germany",50.7870176,7.872672100000001
"Handeloh, Niedersachsen","21256 Handeloh, Germany",53.254285,9.8464909
"Oberndorf am Neckar, Baden-Württemberg","78727 Oberndorf, Germany",48.2946154,8.5765805
"Neusäß, Bayern","Neusäß, Germany",48.3944254,10.8286573
"Crailsheim, Baden-Württemberg","74564 Crailsheim, Germany",49.1337354,10.0633573
"Wörth an der Isar, Bayern","Wörth an der Isar, Germany",48.6249986,12.3381576
"Schraplau, Sachsen-Anhalt","Schraplau, Germany",51.435727,11.6650061
"Hallerndorf, Bayern","Hallerndorf, Germany",49.7596718,10.9796969
"Mörlenbach, Hessen","Mörlenbach, Germany",49.6003935,8.7371585
"Bad Kissingen, Bayern","97688 Bad Kissingen, Germany",50.19862089999999,10.0755912
"Hainichen, Sachsen","Hainichen, Germany",50.96945419999999,13.1220989
"Thalheim, Sachsen","Thalheim, Germany",50.6991692,12.8474361
"Randersacker, Bayern","Randersacker, Germany",49.7595602,9.9808919
"Dußlingen, Baden-Württemberg","72144 Dußlingen, Germany",48.4515275,9.0606289
"Escheburg, Schleswig-Holstein","Escheburg, Germany",53.466542,10.3091922
"Königs Wusterhausen, Brandenburg","Königs Wusterhausen, Germany",52.2958906,13.6228382
"Malterdingen, Baden-Württemberg","Malterdingen, Germany",48.1610099,7.7923097
"Neuenstein, Baden-Württemberg","74632 Neuenstein, Germany",49.2065257,9.5816221
"Evershagen, Rostock, Mecklenburg-Vorpommern","Evershagen, Rostock, Germany",54.1204633,12.0520095
"Iserlohn, Nordrhein-Westfalen","Iserlohn, Germany",51.3765096,7.6960842
"Arzberg, Bayern","Arzberg, Germany",50.0577948,12.1893693
"Lengerich, Nordrhein-Westfalen","49525 Lengerich, Germany",52.1822998,7.8626385
"Lutherstadt Eisleben, Sachsen-Anhalt","Eisleben, Germany",51.5195173,11.5576749
"Untermarchtal, Baden-Württemberg","Untermarchtal, Germany",48.2408594,9.6128427
"Kaisersbach, Baden-Württemberg","Kaisersbach, Germany",48.9300262,9.6384832
"Auerbach in der Oberpfalz, Bayern","91275 Auerbach in der Oberpfalz, Germany",49.6918411,11.6287208
"Magdeburg, Sachsen-Anhalt","Magdeburg, Germany",52.1205333,11.6276237
"Sonnenbrühl, Baden-Württemberg","72820 Sonnenbühl, Germany",48.3896346,9.1838418
"Neuharlingersiel, Niedersachsen","26427 Neuharlingersiel, Germany",53.698682,7.6937336
"Bärenklau, Brandenburg","Bärenklau, 16727 Marwitz, Germany",52.7162144,13.1498143
"Geestland, Niedersachsen","Geestland, Germany",53.60936239999999,8.7944026
"Albbruck, Baden-Württemberg","79774 Albbruck, Germany",47.59465729999999,8.1362987
"Sprendlingen, Rheinland-Pfalz","55576 Sprendlingen, Germany",49.8603054,7.9845736
"Neu Wulmstorf, Niedersachsen","21629 Neu Wulmstorf, Germany",53.46413709999999,9.7911544
"Murr, Baden-Württemberg","71711 Murr, Germany",48.9609405,9.2523179
"Bühl, Baden-Württemberg","Bühl, Germany",48.6954722,8.138060399999999
"Bad Gotteuba, Sachsen","Bad Gottleuba, 01816 Bad Gottleuba-Berggießhübel, Germany",50.845956,13.9442241
"Biesenthal, Brandenburg","Biesenthal, Germany",52.7652428,13.6449583
"Ehekirchen, Bayern","86676 Ehekirchen, Germany",48.6379882,11.1053366
"Schöneiche bei Berlin, Brandenburg","Schöneiche, Germany",52.4714367,13.7065435
"Senden, Bayern","Senden, Germany",48.3255759,10.04927
"Frankfurt Oder, Brandenburg","Frankfurt an der Oder, Germany",52.3472237,14.5505673
"Extertal, Nordrhein-Westfalen","32699 Extertal, Germany",52.0684043,9.103542899999999
"Aachen, Nordrhein-Westfalen","Aachen, Germany",50.7753455,6.083886800000001
"Regen, Bayern","94209 Regen, Germany",48.9779318,13.129514
"Plettenberg, Nordrhein-Westfalen","58840 Plettenberg, Germany",51.209623,7.8701794
"Griesheim, Hessen","64347 Griesheim, Germany",49.86142599999999,8.567644099999999
"Barleben, Sachsen-Anhalt","Barleben, Germany",52.2018844,11.6196372
"Walberberg, Bornheim, Nordrhein-Westfalen","Walberberg, 53332 Bornheim, Germany",50.7933732,6.9128735
"Markranstädt, Sachsen","Markranstädt, Germany",51.3046156,12.2211256
"Gammelshausen, Baden-Württemberg","Gammelshausen, Germany",48.6412415,9.6511757
"Simbach, Bayern","84359 Simbach am Inn, Germany",48.2675863,13.0273628
"Ofterschwang, Bayern","Ofterschwang, Germany",47.4956016,10.235683
"Büddenstedt, Niedersachsen","Büddenstedt, Germany",52.1710235,11.0194686
"Schiffweiler , Saarland","66578 Schiffweiler, Germany",49.360523,7.1185953
"Lahntal, Hessen","35094 Lahntal, Germany",50.8447502,8.6604119
"Schipkau, Brandenburg","Schipkau, Germany",51.5168731,13.8978269
"Montabaur, Rheinland-Pfalz","56410 Montabaur, Germany",50.4358385,7.825795299999999
"Wittlich, Rheinland-Pfalz","Wittlich, 54516 Wittlich-Land, Germany",49.986944,6.889722
"Langenbach, Bayern","85416 Langenbach, Germany",48.433977,11.843165
"Hebsack, Remshalden, Baden-Württemberg","Hebsack, Remshalden, Germany",48.8092087,9.457384399999999
"Beverstadt, Niedersachsen","27616 Beverstedt, Germany",53.43178649999999,8.8211116
"Hannover , Niedersachsen","Hanover, Germany",52.3758916,9.732010400000002
"Seubersdorf in der Oberpfalz, Bayern","92358 Seubersdorf, Germany",49.1644725,11.6252087
"Attenkirchen, Bayern","85395 Attenkirchen, Germany",48.5064978,11.7586962
"Frankfurt/Oder, Brandenburg","Frankfurt an der Oder, Germany",52.3472237,14.5505673
"Dresden-Cossebaude, Sachsen","Cossebaude, Dresden, Germany",51.0855627,13.6276361
"Weihenzell, Bayern","Weihenzell, Germany",49.3556319,10.6282366
"Rain, Bayern","86641 Rain, Germany",48.6901541,10.9208893
"Hüllhorst, Nordrhein-Westfalen","32609 Hüllhorst, Germany",52.2701609,8.67466
"Storkow, Brandenburg","15859 Storkow, Germany",52.2536713,13.9396311
"Obergünzburg, Bayern","87634 Obergünzburg, Germany",47.8469118,10.4202295
"Telgte, Nordrhein-Westfalen","48291 Telgte, Germany",51.9826122,7.7837602
"Breesen, Laage, Mecklenburg-Vorpommern","Breesen, 18299 Laage, Germany",53.904931,12.3712517
"Lößnitz, Sachsen","Lößnitz, Germany",50.6194936,12.729617
"Heroldshausen, Bayern","74585 Rot am See, Germany",49.23348379999999,9.9735864
"Niepars, Mecklenburg-Vorpommern","Niepars, Germany",54.30948619999999,12.9250979
"Emden, Niedersachsen","Emden, Germany",53.35940290000001,7.2060095
"Haibach, Bayern","94353 Haibach, Germany",49.023768,12.7153034
"Riedlingen, Baden-Württemberg","Riedlingen, Germany",48.1596486,9.471334599999999
"Oschersleben (Bode), Sachsen-Anhalt","Oschersleben, Germany",52.0271323,11.22858
"Ingelheim am Rhein, Rheinland-Pfalz","Ingelheim am Rhein, Germany",49.9764195,8.0560682
"Velbert, Nordrhein-Westfalen","Velbert, Germany",51.33707030000001,7.0426775
"Bornhagen, Thüringen","37318 Bornhagen, Germany",51.3447954,9.943395899999999
"Hagen im Bremischen, Niedersachsen","27628 Hagen im Bremischen, Germany",53.3558548,8.643933400000002
"Obermehler , Thüringen","Obermehler, 99996 Nottertal-Heilinger Heights, Germany",51.2700965,10.5972227
"Hebertsfelden, Bayern","84332 Hebertsfelden, Germany",48.4075181,12.8205325
"Bobingen, Bayern","86399 Bobingen, Germany",48.2696917,10.8295813
"Rastede, Niedersachsen","26180 Rastede, Germany",53.24454679999999,8.200536099999999
"Kötzting, Bayern","93444 Bad Kötzting, Germany",49.176803,12.8517439
"Stolberg, Sachsen","Stollberg, Germany",50.70918469999999,12.7750105
"Berlin-Marzahn, Berlin","Marzahn, Berlin, Germany",52.5446501,13.5646433
"Burkhardtsdorf, Sachsen","Burkhardtsdorf, Germany",50.7344233,12.9224922
"Brackenheim, Baden-Württemberg","74336 Brackenheim, Germany",49.0808636,9.0703137
"Chemnitz-Markersdorf, Sachsen","Markersdorf, Chemnitz, Germany",50.7913204,12.9027696
"Dargun, Mecklenburg-Vorpommern","Dargun, Germany",53.90119379999999,12.8559582
"Tittmoning, Bayern","84529 Tittmoning, Germany",48.0581177,12.7689081
"Bad Arolsen, Hessen","34454 Arolsen, Germany",51.3798641,9.012550599999999
"Lengede, Sachsen-Anhalt","38268 Lengede, Germany",52.2064288,10.3126469
"Ellerbek, Schleswig-Holstein","Ellerbek, Germany",53.6572633,9.86965
"Holle, Niedersachsen","Holle, Germany",52.0886511,10.1586874
"Jüterbog, Brandenburg","Jüterbog, Germany",51.9964734,13.0756312
"Erfurt, Thüringen","Erfurt, Germany",50.98476789999999,11.0298799
"Syke, Niedersachsen","28857 Syke, Germany",52.912679,8.8181348
"Pottenstein, Bayern","91278 Pottenstein, Germany",49.773641,11.4077153
"Waldmünchen, Bayern","93449 Waldmünchen, Germany",49.37837469999999,12.7059963
"Seehausen/Altmark, Sachsen-Anhalt","39615 Seehausen (Altmark), Germany",52.890454,11.7531911
"Kandern, Baden-Württemberg","79400 Kandern, Germany",47.7147652,7.662315800000001
"Amtsberg, Sachsen","Amtsberg, Germany",50.7342313,13.0108691
"Nuthe-Urstromtal, Brandenburg","Nuthe-Urstromtal, Germany",52.0601516,13.2731311
"Marienberg, Sachsen","Marienberg, Germany",50.6503661,13.1622883
"Groß Lafferde, Niedersachsen","Groß Lafferde, 31246 Ilsede, Germany",52.2272223,10.243596
"Pirmasens, Rheinland-Pfalz","Pirmasens, Germany",49.20155500000001,7.600216100000001
"Lichtenberg, Berlin","Lichtenberg, Berlin, Germany",52.53359039999999,13.4998575
"Ketsch, Baden-Württemberg","Ketsch, Germany",49.3665713,8.533185699999999
"Hagen-Hohenlimburg, Nordrhein-Westfalen","Hagen-Hohenlimburg, 58119 Hagen, Germany",51.3581706,7.5643059
"Blankenburg, Sachsen-Anhalt","38889 Blankenburg, Germany",51.8164261,10.9773091
"Baienfurt , Baden-Württemberg","88255 Baienfurt, Germany",47.82698329999999,9.6514758
"Lichtenstein, Sachsen","Lichtenstein, Germany",50.75481689999999,12.6271344
"Mosbach, Baden-Württemberg","74821 Mosbach, Germany",49.34891529999999,9.1293829
"Twistringen, Niedersachsen","27239 Twistringen, Germany",52.796958,8.6392413
"Kirchheim bei München, Bayern","Kirchheim bei München, Germany",48.175708,11.7558223
"Bad Schwalbach, Hessen","65307 Bad Schwalbach, Germany",50.1402994,8.0695976
"Gudensberg, Hessen","Gudensberg, Germany",51.1770718,9.3682585
"Staßfurt , Sachsen-Anhalt","Staßfurt, Germany",51.8608995,11.5790389
"Lahr, Baden-Württemberg","77933 Lahr, Germany",48.33915,7.8781487
"Meitingen, Bayern","86405 Meitingen, Germany",48.54671039999999,10.8556894
"Neunkirchen, Saarland","Neunkirchen, Germany",49.348932,7.1780408
"Borken, Nordrhein-Westfalen","46325 Borken, Germany",51.84827139999999,6.8594477
"Goldberg, Mecklenburg-Vorpommern","19399 Goldberg, Germany",53.5900958,12.0857297
"Forstinning, Bayern","Forstinning, Germany",48.1691796,11.9134729
"Elmenhorst, Schleswig-Holstein","Elmenhorst, Germany",53.7635361,10.2625362
"Oberstenfeld, Baden-Württemberg","71720 Oberstenfeld, Germany",49.0234118,9.322463299999999
"Frankfurt am Main, Hessen","Frankfurt, Germany",50.1109221,8.6821267
"Werther, Nordrhein-Westfalen","33824 Werther, Germany",52.0738784,8.4147863
"Prenzlauer Berg, Berlin, Berlin","Prenzlauer Berg, Berlin, Germany",52.5391787,13.4242073
"Eggstätt, Bayern","83125 Eggstätt, Germany",47.9267902,12.3797106
"Ilmmünster, Bayern","85304 Ilmmünster, Germany",48.4867688,11.5017437
"Neuried, Bayern","Neuried, Germany",48.0931383,11.4657458
"Weisenheim am Sand, Rheinland-Pfalz","Weisenheim am Sand, Germany",49.51756340000001,8.2470219
"Hirschau, Bayern","92242 Hirschau, Germany",49.54556299999999,11.9431406
"Ronnenberg, Niedersachsen","30952 Ronnenberg, Germany",52.31822709999999,9.6546151
"Bedburg, Nordrhein-Westfalen","50181 Bedburg, Germany",50.989348,6.5711524
"Kirchhain, Hessen","35274 Kirchhain, Germany",50.8206953,8.9212901
"Altensteig, Baden-Württemberg","72213 Altensteig, Germany",48.5883792,8.606063299999999
"Suhl, Thüringen","Suhl, Germany",50.6076846,10.6881255
"Geldern, Nordrhein-Westfalen","47608 Geldern, Germany",51.5204439,6.3257902
"Ilsede, Niedersachsen","Ilsede, Germany",52.2627337,10.1930896
"Bovenden, Niedersachsen","37120 Bovenden, Germany",51.5903058,9.932688500000001
"Dresden-Laubegast, Sachsen","Laubegast, Dresden, Germany",51.0249046,13.8374459
"Schwalmstadt, Hessen","34613 Schwalmstadt, Germany",50.92160089999999,9.255187099999999
"Steinbach im Taunus, Hessen","Steinbach, Germany",50.1685185,8.5727835
"Nottuln, Nordrhein-Westfalen","48301 Nottuln, Germany",51.926579,7.354862300000001
"Elbingerode/ Harz, Sachsen-Anhalt","Elbingerode, Germany",51.7471129,10.8048325
"Grömitz, Schleswig-Holstein","Grömitz, Germany",54.15049,10.9602356
"Poing, Bayern","Poing, Germany",48.1716114,11.8064153
"Kirtorf, Hessen","36320 Kirtorf, Germany",50.7688674,9.1051944
"Bad Zwischenahn , Niedersachsen","26160 Bad Zwischenahn, Germany",53.1814401,8.009876499999999
"Stadthagen, Niedersachsen","31655 Stadthagen, Germany",52.3230742,9.192587
"Lahr im Schwarzwald, Baden-Württemberg","77933 Lahr, Germany",48.33915,7.8781487
"Baden Baden , Baden-Württemberg","Baden-Baden, Germany",48.76564,8.228524199999999
"Schwarzenbek, Schleswig-Holstein","21493 Schwarzenbek, Germany",53.5048756,10.4852612
"Neubrandenburg , Mecklenburg-Vorpommern","Neubrandenburg, Germany",53.5678292,13.2779269
"Krumbach, Bayern","86381 Krumbach, Germany",48.2403108,10.3750892
"Schongau, Bayern","Schongau, Germany",47.8150246,10.8942968
"Gräfenhainichen, Sachsen-Anhalt","Gräfenhainichen, Germany",51.728978,12.4535112
"Schweinfurt, Bayern","Schweinfurt, Germany",50.0492047,10.2194228
"Bottrop, Nordrhein-Westfalen","Bottrop, Germany",51.529086,6.9446888
"Nordenhamm, Niedersachsen","Nordenham, Germany",53.4927518,8.447880900000001
"Gerolstein, Rheinland-Pfalz","54568 Gerolstein, Germany",50.22350309999999,6.6566643
"Walldürn, Baden-Württemberg","74731 Walldürn, Germany",49.5810849,9.3621599
"Gladenbach, Hessen","Gladenbach, Germany",50.7647016,8.5778368
"Lastrup, Niedersachsen","49688 Lastrup, Germany",52.7953588,7.8614616
"Bad Reichenhall, Bayern","83435 Bad Reichenhall, Germany",47.7303361,12.881588
"Schwanewede, Niedersachsen","28790 Schwanewede, Germany",53.2231011,8.5890076
"Landau an der Isar, Bayern","94405 Landau an der Isar, Germany",48.6828485,12.6920579
"Bruckmühl, Bayern","83052 Bruckmühl, Germany",47.87650379999999,11.9091421
"Ichenhausen, Bayern","Ichenhausen, Germany",48.37256850000001,10.3072686
"Soyen, Bayern","83564 Soyen, Germany",48.1077403,12.2103748
"Borsdorf, Sachsen","Borsdorf, Germany",51.3482636,12.5431488
"Hallbergmoos, Bayern","Hallbergmoos, Germany",48.3250947,11.7432155
"Miesbach, Bayern","83714 Miesbach, Germany",47.7904174,11.8318549
"Kellinghusen, Schleswig-Holstein","25548 Kellinghusen, Germany",53.95402550000001,9.7157793
"Buttstädt, Thüringen","Buttstädt, 99628 Buttstädt, Germany",51.1215731,11.4173032
"Ribbesbüttel, Niedersachsen","Ribbesbüttel, Germany",52.4332428,10.5099369
"Berlin-Weißensee, Berlin","Weissensee, Berlin, Germany",52.5538804,13.4675453
"Osterwieck, Sachsen-Anhalt","Osterwieck, Germany",51.9720556,10.711473
"Homburg, Saarland","Homburg, Germany",49.3295827,7.3398428
"Geesthacht, Schleswig-Holstein","21502 Geesthacht, Germany",53.4379562,10.3611665
"Münsingen, Baden-Württemberg","72525 Münsingen, Germany",48.4114459,9.498035699999999
"Bad Buchau, Baden-Württemberg","88422 Bad Buchau, Germany",48.0618786,9.607911
"Krumpa, Sachsen-Anhalt","Krumpa, 06242 Braunsbedra, Germany",51.2947246,11.8530787
"Willich, Nordrhein-Westfalen","47877 Willich, Germany",51.2654601,6.544265900000001
"Windheim, Petershagen, Nordrhein-Westfalen","Windheim, 32469 Petershagen, Germany",52.4142865,9.010833
"Traunstein, Bayern","83278 Traunstein, Germany",47.8677574,12.6384037
"Karlsdorf Neuthard, Baden-Württemberg","76689 Karlsdorf-Neuthard, Germany",49.13652279999999,8.5300537
"Bad Emstal, Hessen","34308 Bad Emstal, Germany",51.24732400000001,9.255619099999999
"Staig, Baden-Württemberg","Staig, Germany",48.3018465,9.9841255
"Ilfeld, Thüringen","Ilfeld, 99768 Harztor, Germany",51.577115,10.7875131
"Ebeleben, Thüringen","99713 Ebeleben, Germany",51.2863918,10.7338518
"Ottersberg, Niedersachsen","28870 Ottersberg, Germany",53.1093476,9.1464989
"Marzahn, Berlin, Berlin","Marzahn, Berlin, Germany",52.5446501,13.5646433
"Hennigsdorf bei Berlin, Brandenburg","16761 Hennigsdorf, Germany",52.6320478,13.2011404
"Radevormwald, Nordrhein-Westfalen","42477 Radevormwald, Germany",51.2015995,7.3590901
"Cavertitz, Sachsen","Cavertitz, Germany",51.3859909,13.1281703
"Voerde (Niederrhein), Nordrhein-Westfalen","46562 Voerde, Germany",51.6005212,6.6544111
"Hanhofen, Rheinland-Pfalz","Hanhofen, Germany",49.3162173,8.3432167
"Tuttlingen, Baden-Württemberg","78532 Tuttlingen, Germany",47.98233159999999,8.8192095
"Asperg, Baden-Württemberg","Asperg, Germany",48.9041527,9.1400293
"Ellewick-Crosewick, Vreden, Nordrhein-Westfalen","Ellewick, 48691 Vreden, Germany",52.064214,6.7675548
"Duderstadt, Niedersachsen","37115 Duderstadt, Germany",51.5096571,10.2535104
"Schwarzenberg im Erzgebirge, Sachsen","Schwarzenberg, Germany",50.5425641,12.7792228
"Appenweier, Baden-Württemberg","77767 Appenweier, Germany",48.5476784,7.9744954
"Oberndorf, Baden-Württemberg","78727 Oberndorf, Germany",48.2946154,8.5765805
